"Participant","Session","Scenario","ldg","app","alt","spd","time","oddball","oddball_RT","oddball_RT_log","oddball_percentage","oddball_percentage_log","TLX","TLX_raw","TLX_weighted","simu_global_perf","workload_global"
"P025",3,"VFR-high",-0.249875834382966,0.0808737500965232,-0.483612050426213,0.347058039990239,1.01607072272885,0.147402276410146,0.714178680683869,-0.336622094891986,19.4805194805195,2.96941496523662,0.648046140086743,72.5,78.3333125,0.0441082356052233,0.397724208248445
"P026",3,"VFR-high",-1.33203162076623,-0.909081347040762,0.178777250604431,-0.00544029368466506,-0.274553690743935,0.7273643132756,0.884681861742759,-0.122527176858774,21.6867469879518,3.07670133608766,0.584719155713448,71.6666666666667,80.9999665,-0.684357360436231,0.656041734494524
"P027",3,"VFR-high",-0.202374536407454,-0.30226417739695,-1.23470400421203,-2.09220439231918,-0.620641937424163,0.539388500181037,0.785690034929656,-0.241192921928194,27.6595744680851,3.31997194173957,0.648046140086743,72.5,78.3333085,-0.71842199126583,0.59371732013389
"P028",3,"VFR-high",0.0526174274235243,0.198232536394221,-0.33665409743971,0.324706620085807,-0.0368717013098148,0.566547413139369,0.817407718600578,-0.201617265028207,23.5294117647059,3.15825120305177,-0.681820531752501,55,63.6666675,0.0434589746289851,-0.0576365593065659
"P029",3,"VFR-high",0.0958421475038873,0.156260386299819,-0.670512531582442,-1.18421351858733,-0.0431542721591837,-0.929937247976442,0.520117692776091,-0.653700160754233,10.126582278481,2.3151638752009,-0.428512594259314,58.3333333333333,64.9999865,-0.222906131402816,-0.679224921117878
"P030",3,"VFR-high",0.301264673468776,0.0183178521148263,1.72295951002772,1.5471776548754,-0.407185393523912,-1.76041228150217,0.486410418624591,-0.720702528689946,2.247191011236,0.809680996815916,-1.94836021921845,38.3333333333333,41.999991,0.552696312911616,-1.85438625036031
"P031",3,"VFR-high",-0.386680376519456,-0.749481204390285,0.834443512711447,-0.194937639567421,-0.5607647528818,-0.191096881129947,0.68718213028995,-0.375155912302768,11.2359550561798,2.41911890925,0.521392171340145,70.8333333333333,77.6666445,-0.255283163226991,0.165147645105099
"P001",3,"IFR-low",1.02224619932275,-0.0787163238535017,-0.170633792252972,0.175972114053423,-0.820859391471463,0.0863904259780258,0.756168768487551,-0.279490688976517,14.7368421052632,2.69035062400281,0.757256407004902,69.1666666666667,70.33327,0.274762870700425,0.421823416491464
"P002",3,"IFR-low",0.84559807696796,0.387090705699487,-0.582884308765048,0.689926482366423,-1.7092254450377,-1.27365170709359,0.633045917637358,-0.457212319757373,0,0,0.00578058325957708,58.3333333333333,57.0000025,0.155975345926658,-0.633935561917009
"P003",3,"IFR-low",-0.221876369242466,0.36951386319454,-0.023812970682339,0.105639148332312,-0.124431444516825,-1.19088051529382,0.501139317852626,-0.690871137008063,4.21052631578949,1.43758765550745,0.0635864158553755,59.1666666666667,62.999983,-0.0397142582478333,-0.563647049719224
"P004",3,"IFR-low",-0.940931196366535,-1.32261140941318,0.0940504075849821,-1.75369451389647,-0.3094877461093,-0.526226717943759,0.700631316413486,-0.355773469797977,4.3010752688172,1.45886505395473,-1.49717106423106,36.6666666666667,39.6666595,-0.870133967821708,-1.01169889108741
"P005",3,"IFR-low",-1.20064582028992,-1.14536202857223,0.223924143237025,-0.423077209299022,0.601386649249429,1.3909501166505,1.18995146835151,0.173912523393902,44.5544554455445,3.79671215891715,0.988479737388075,72.5,77.6666405,-0.591727594923689,1.18971492701929
"P006",3,"IFR-low",-0.587262307488736,0.271857950151263,0.172203341438572,0.101324565535488,1.39337899122698,-0.273570211198236,0.54322614289053,-0.610229576335859,31.7073170731707,3.45654747674532,-1.49717106423106,36.6666666666667,40.000031,0.0559098042573512,-0.885370637714647
"P007",3,"IFR-low",0.017943225842147,-0.132343531438688,-0.152423716146938,-1.24892784260684,1.09271982618309,-0.335651073639573,0.785016324749748,-0.242050765556408,3.9473684210526,1.37304913436986,-0.167636914527804,55.8333333333333,61.0000455,-0.0589689992645473,-0.251643994083689
"P008",3,"IFR-low",0.702164822304922,2.51760585923638,-0.394930947915293,-0.0181405708745072,-0.366449553886058,1.0601363155307,1.06877061077297,0.0665090260166541,32.3529411764706,3.4767049341703,0.58383890921752,66.6666666666667,77.999989,0.541578646906047,0.82198761237411
"P009",3,"IFR-low",-0.55324973085248,-1.38111737134688,-0.695654116036046,-1.29402983934719,-0.275903103352662,1.16894842035726,1.04952344087897,0.0483361953116088,47.5,3.8607297110406,0.58383890921752,66.6666666666667,70.9999685,-0.76830555685341,0.876393664787391
"P010",3,"IFR-low",0.621338558997562,0.725172291122961,1.24067196223227,0.344343304831939,0.494369313930612,1.16591113541428,1.17203632309266,0.158742683074447,26.5060240963855,3.27737203154981,-0.919112738273122,45,38.999984,0.669218954416692,0.123399198570581
"P011",3,"IFR-low",-2.54868537752809,-0.783904271284242,0.358422563844291,-0.625988252213673,1.76032194566006,0.599093191944059,0.844132660711234,-0.169445615800328,32.4675324675325,3.48024058900261,1.97117889151657,86.6666666666667,89.3333415,-0.913146353110272,1.28513604173032
"P012",3,"IFR-low",1.11793128693964,-0.106086293965628,-0.612469072240078,-0.604624729309534,0.595475746216623,-0.0828791121475602,0.737349663732309,-0.304693057334238,10.7142857142857,2.371577964481,-0.167636914527804,55.8333333333333,61.6666745,0.338016862381063,-0.125258013337682
"P013",3,"IFR-low",0.134134798152405,0.157201957610441,NA,0.131408314717574,0.0476790357082231,0.0994284581834674,0.707870399974951,-0.345494252927112,21.5189873417722,3.06893567757729,-0.109831081932006,56.6666666666667,62.666652,NA,-0.0052013118742693
"P014",3,"IFR-low",-0.0975023781324754,-0.0866230102052039,0.188069838670967,0.00677680093970441,-0.107838867281804,0.0107621621271395,0.731895219613458,-0.312117917871271,14.2857142857143,2.65926003693278,0.58383890921752,66.6666666666667,70.9999825,-0.0389432369344406,0.29730053567233
"P015",3,"IFR-low",0.177728554146951,0.127184844105435,-1.13246214885481,1.13926646065917,-0.738650058638463,-0.123265258793726,0.616154161463701,-0.484258084642559,24.5283018867924,3.1998276298975,-0.687889407889949,48.3333333333333,57.3333235,-0.01960771375052,-0.405577333341837
